Name;ISIN;Symbol;Market;"Trading Currency";Open;High;Low;Last;"Last Date/Time";"Time Zone";Volume;Turnover
"IMPULSE FITNESS";ES0105590006;MLIFS;"Euronext Access Paris";EUR;10.10;10.10;10.10;10.10;"04/01/22 16:30";CET;10;101.00
INAPA-INV.P.GESTAO;PTINA0AP0008;INA;"Euronext Lisbon";EUR;0.0235;0.024;0.023;0.024;"10/01/22 22:22";BST;75500;1792.00
"INCLUSIO SA/NV";BE0974374069;INCLU;"Euronext Brussels";EUR;18.78;18.84;18.62;18.64;"10/01/22 17:22";CET;1094;20467.56
"INDLE FIN.ENTREPR.";FR0000066219;INFE;"Euronext Paris";EUR;49.00;49.00;49.00;49.00;"10/01/22 11:30";CET;12;588.00
INDUCT;NO0010536048;INDCT;"Euronext Growth Oslo";NOK;8.60;8.74;8.00;8.40;"10/01/22 16:19";CET;106143;877309.92
INFOCLIP;FR0011158823;MLIFC;"Euronext Access Paris";EUR;2.00;2.00;2.00;2.00;"06/01/22 11:30";CET;196;392.00
INFOTEL;FR0000071797;INF;"Euronext Paris";EUR;54.50;54.70;54.40;54.60;"10/01/22 17:03";CET;464;25295.20
INFRABEL;BE6265912038;-;"Euronext Expert Market";EUR;6.12;6.12;6.12;6.12;"22/06/21 11:30";CET;5;30.60
"ING GROEP N.V.";NL0011821202;INGA;"Euronext Amsterdam, Brussels";EUR;13.17;13.226;13.04;13.086;"10/01/22 17:38";CET;13616254;178537730.26
INMARK;ES0105511002;MLINM;"Euronext Access Paris";EUR;17.90;17.90;17.90;17.90;"08/04/21 00:00";CET;-;-
INMOSUPA;ES0105473005;MLISP;"Euronext Access Paris";EUR;-;-;-;-;-;CET;-;-
"INNATE PHARMA";FR0010331421;IPH;"Euronext Paris";EUR;4.14;4.25;4.09;4.158;"10/01/22 17:35";CET;251639;1041675.90
"INNELEC MULTIMEDIA";FR0000064297;ALINN;"Euronext Growth Paris";EUR;7.00;7.10;7.00;7.08;"10/01/22 16:54";CET;2355;16611.58
"INNOVADERMA PLC";GB00BT9PTW34;MLIDP;"Euronext Access Paris";EUR;0.70;0.70;0.70;0.70;"05/09/16 15:00";CET;75;52.50
"INNOVATIVE RFK SPA";IT0005391161;MLIRF;"Euronext Access Paris";EUR;1.79;1.79;1.79;1.79;"20/12/21 11:30";CET;40;71.60
INPOST;LU2290522684;INPST;"Euronext Amsterdam";EUR;8.70;8.88;8.11;8.256;"10/01/22 17:35";CET;1806611;15444658.23
"INSR INSURANCE GP";NO0010593544;INSR;"Oslo B�rs";NOK;0.26;0.265;0.257;0.265;"10/01/22 14:44";CET;130262;33776.33
INSTABANK;NO0010762792;INSTA;"Euronext Growth Oslo";NOK;2.07;2.07;2.04;2.05;"10/01/22 16:17";CET;197045;403138.24
INSTALLUX;FR0000060451;ALLUX;"Euronext Growth Paris";EUR;406.00;406.00;406.00;406.00;"07/01/22 17:19";CET;24;9744.00
INTEGRAGEN;FR0010908723;ALINT;"Euronext Growth Paris";EUR;1.21;1.21;1.172;1.172;"10/01/22 16:40";CET;1451;1715.73
"INTEGRATED WIND SO";NO0010955883;IWS;"Euronext Growth Oslo";NOK;36.00;38.00;36.00;37.945;"10/01/22 15:54";CET;3500;126394.50
"INTEGRITAS VIAGER";FR0014003FN0;MLVIE;"Euronext Access Paris";EUR;116.00;116.00;116.00;116.00;"05/01/22 16:30";CET;5;580.00
"INTEL CORP";US4581401001;INCO;"Traded not listed Brussels";USD;53.89;53.99;53.89;53.99;"10/01/22 17:07";CET;210;11336.90
"INTEROIL EXPL PROD";NO0010284318;IOX;"Oslo B�rs";NOK;1.164;1.164;1.092;1.10;"10/01/22 16:25";CET;954600;1079396.89
INTERPARFUMS;FR0004024222;ITP;"Euronext Paris";EUR;71.20;71.20;69.10;69.10;"10/01/22 17:35";CET;25973;1799745.10
INTERTRUST;NL0010937058;INTER;"Euronext Amsterdam";EUR;19.70;19.74;19.68;19.68;"10/01/22 17:36";CET;86660;1705854.60
"INTERVEST OFF-WARE";BE0003746600;INTO;"Euronext Brussels";EUR;28.40;28.40;27.65;27.70;"10/01/22 17:35";CET;27949;778896.35
INTEXA;FR0000064958;ITXT;"Euronext Paris";EUR;4.40;4.40;4.40;4.40;"11/11/21 11:30";CET;55;242.00
INTRASENSE;FR0011179886;ALINS;"Euronext Growth Paris";EUR;0.57;0.5845;0.561;0.5815;"10/01/22 17:35";CET;47811;27468.01
INVENTIVA;FR0013233012;IVA;"Euronext Paris";EUR;11.12;11.16;10.72;10.72;"10/01/22 17:35";CET;24155;265655.88
"INVIBES ADVERTSING";BE0974299316;ALINV;"Euronext Growth Paris";EUR;22.00;22.00;21.00;21.00;"10/01/22 17:27";CET;2852;62098.00
"IOC HOLDING";BE6200101556;MLIOC;"Euronext Access Paris";EUR;0.29;0.29;0.29;0.29;"29/12/21 11:30";CET;2;0.58
"IPOSA PROPERTIES";ES0105417002;MLIPO;"Euronext Access Paris";EUR;-;-;-;-;-;CET;-;-
IPSEN;FR0010259150;IPN;"Euronext Paris";EUR;82.62;84.66;81.44;82.02;"10/01/22 17:35";CET;122055;10047058.58
IPSOS;FR0000073298;IPS;"Euronext Paris";EUR;40.70;41.05;40.40;40.75;"10/01/22 17:35";CET;60099;2445523.30
"IPSOS NV22";FR00140078W1;IPSNV;"Euronext Paris";EUR;-;-;-;-;-;CET;-;-
"IRISH CONT. GP.";IE00BLP58571;IR5B;"Euronext Dublin";EUR;4.70;4.715;4.505;4.60;"10/01/22 21:01";IST;304017;1416839.11
"IRISH RES. PROP.";IE00BJ34P519;IRES;"Euronext Dublin";EUR;1.68;1.698;1.67;1.698;"10/01/22 21:00";IST;728890;1228689.33
ISPD;ES0109429037;ALISP;"Euronext Growth Paris";EUR;3.86;3.88;3.86;3.88;"10/01/22 09:03";CET;46;177.58
"IT LINK";FR0000072597;ALITL;"Euronext Growth Paris";EUR;28.80;28.80;27.20;27.50;"10/01/22 17:35";CET;2845;78912.40
"ITALY INNOVAZIONI";IT0005336521;MLITN;"Euronext Access Paris";EUR;10.20;10.20;10.20;10.20;"14/12/21 11:40";CET;200;2040.00
ITERA;NO0010001118;ITERA;"Oslo B�rs";NOK;14.40;15.20;14.40;15.20;"10/01/22 09:14";CET;1802;26164.35
ITESOFT;FR0004026151;ITE;"Euronext Paris";EUR;3.98;4.04;3.98;4.04;"10/01/22 13:11";CET;116;467.74
J.MARTINS,SGPS;PTJMT0AE0001;JMT;"Euronext Lisbon";EUR;20.64;20.68;20.37;20.40;"10/01/22 22:35";BST;471630;9650202.19
"JACQUES BOGART";FR0012872141;JBOG;"Euronext Paris";EUR;11.90;12.10;11.75;12.05;"10/01/22 15:34";CET;748;8900.50
"JACQUET METALS";FR0000033904;JCQ;"Euronext Paris";EUR;23.60;23.60;22.65;22.80;"10/01/22 17:35";CET;26916;622367.00
"JC DECAUX SA.";FR0000077919;DEC;"Euronext Paris";EUR;22.98;23.46;21.86;22.10;"10/01/22 17:36";CET;163484;3683173.76
"JDE PEET'S";NL0014332678;JDEP;"Euronext Amsterdam";EUR;27.50;27.68;27.34;27.63;"10/01/22 17:35";CET;177714;4904111.70
JENSEN-GROUP;BE0003858751;JEN;"Euronext Brussels";EUR;31.20;31.50;31.20;31.50;"10/01/22 17:35";CET;7101;223232.80
"JINHUI SHIPP TRANS";BMG5137R1088;JIN;"Oslo B�rs";NOK;12.40;12.40;11.55;11.80;"10/01/22 16:25";CET;171466;2048048.55
"JSA TECHNOLOGY";FR0010680033;MLJSA;"Euronext Access Paris";EUR;0.60;0.60;0.60;0.60;"10/01/22 11:30";CET;99;59.40
"JUST EAT TAKEAWAY";NL0012015705;TKWY;"Euronext Amsterdam";EUR;44.25;44.595;42.005;42.35;"10/01/22 17:39";CET;1801029;76946301.28
"J�REN SPAREBANK";NO0010359433;JAREN;"Oslo B�rs";NOK;226.00;226.00;226.00;226.00;"10/01/22 15:31";CET;36;8136.00
"KABELWERK EUPEN";BE0049482129;-;"Euronext Expert Market";EUR;425.00;425.00;425.00;425.00;"04/08/15 11:30";CET;22;9350.00
KAHOOT!;NO0010823131;KAHOT;"Oslo B�rs";NOK;45.00;45.00;41.22;41.22;"10/01/22 16:29";CET;4310671;183673520.02
KALERA;NO0010874597;KAL;"Euronext Growth Oslo";NOK;10.86;10.86;9.50;9.50;"10/01/22 16:25";CET;435367;4296619.54
KALRAY;FR0010722819;ALKAL;"Euronext Growth Paris";EUR;31.30;31.30;30.00;30.30;"10/01/22 17:35";CET;10730;326275.30
"KAUFMAN ET BROAD";FR0004007813;KOF;"Euronext Paris";EUR;38.00;38.00;36.40;36.75;"10/01/22 17:35";CET;13205;487673.85
KBC;BE0003565737;KBC;"Euronext Brussels";EUR;80.50;80.66;79.70;79.96;"10/01/22 17:36";CET;493385;39493613.08
"KBC ANCORA";BE0003867844;KBCA;"Euronext Brussels";EUR;44.70;44.80;44.34;44.34;"10/01/22 17:35";CET;54735;2435895.70
"KBL EPB - ORD";LU0092281103;-;"Euronext Expert Market";EUR;35.62;35.62;35.62;35.62;"10/03/15 12:00";CET;100;3562.00
"KBL EPB - PRIV";LU0092281442;-;"Euronext Expert Market";EUR;32.10;32.10;32.10;32.10;"26/05/15 12:00";CET;100;3210.00
KENDRION;NL0000852531;KENDR;"Euronext Amsterdam";EUR;21.70;22.20;21.45;21.45;"10/01/22 17:35";CET;10473;228684.60
"KENMARE RESOURCES";IE00BDC5DG00;KMR;"Euronext Dublin";EUR;5.60;5.75;5.60;5.75;"10/01/22 20:50";IST;1463;8334.25
KERING;FR0000121485;KER;"Euronext Paris";EUR;734.80;738.30;690.40;694.10;"10/01/22 17:35";CET;219738;155068778.00
KERLINK;FR0013156007;ALKLK;"Euronext Growth Paris";EUR;4.59;4.72;4.515;4.70;"10/01/22 17:35";CET;23491;109190.64
"KERRY GROUP PLC";IE0004906560;KRZ;"Euronext Dublin";EUR;116.25;117.95;115.40;116.05;"10/01/22 21:01";IST;219117;25542730.60
KEYRUS;FR0004029411;ALKEY;"Euronext Growth Paris";EUR;3.42;3.42;3.34;3.36;"10/01/22 17:02";CET;6878;23240.98
"KEYWARE TECH.";BE0003880979;KEYW;"Euronext Brussels";EUR;1.15;1.15;1.10;1.10;"10/01/22 12:46";CET;2458;2783.20
KID;NO0010743545;KID;"Oslo B�rs";NOK;110.00;110.00;104.40;105.00;"10/01/22 16:25";CET;116416;12375366.40
"KINEPOLIS GROUP";BE0974274061;KIN;"Euronext Brussels";EUR;53.80;54.90;53.15;54.85;"10/01/22 17:35";CET;25967;1411721.55
"KINGSPAN GROUP PLC";IE0004927939;KRX;"Euronext Dublin";EUR;101.95;102.55;96.02;96.02;"10/01/22 21:05";IST;394837;38629337.04
KITRON;NO0003079709;KIT;"Oslo B�rs";NOK;24.25;24.25;22.90;22.90;"10/01/22 16:26";CET;561228;13122343.80
"KKO INTERNATIONAL";FR0013374667;ALKKO;"Euronext Growth Paris";EUR;0.1478;0.1498;0.146;0.146;"10/01/22 17:35";CET;80701;11937.01
KLARSEN;FR0011038348;ALKLA;"Euronext Growth Paris";EUR;2.41;2.41;2.335;2.34;"10/01/22 17:21";CET;12961;30668.98
"KLAVENESS COMBINAT";NO0010833262;KCC;"Oslo B�rs";NOK;49.00;49.00;47.20;48.00;"10/01/22 16:25";CET;5366;255188.20
KLEPIERRE;FR0000121964;LI;"Euronext Paris";EUR;22.37;22.98;22.12;22.94;"10/01/22 17:38";CET;1077130;24569842.07
KLIMVEST;GB00B19RTX44;ALSIM;"Euronext Growth Paris";EUR;0.484;0.484;0.484;0.484;"28/12/21 11:30";CET;10785;5219.94
KLM;NL0000009645;-;"Euronext Expert Market";EUR;0.99;0.99;0.99;0.99;"07/12/21 11:30";CET;200;198.00
"KMC PROPERTIES";NO0010360175;KMCP;"Oslo B�rs";NOK;10.95;11.00;10.80;10.90;"10/01/22 16:25";CET;86261;941425.50
KOMPLETT;NO0011016040;KOMPL;"Oslo B�rs";NOK;72.10;72.10;68.08;69.11;"10/01/22 16:25";CET;20232;1445438.93
"KOMPLETT BANK";NO0010694029;KOMP;"Oslo B�rs";NOK;7.50;7.65;7.34;7.47;"10/01/22 16:15";CET;167192;1243717.65
KOMPUESTOS;ES0105425005;ALKOM;"Euronext Growth Paris";EUR;2.10;2.10;2.00;2.00;"29/12/21 16:03";CET;490;981.84
"KONGSBERG AUTOMOT";NO0003033102;KOA;"Oslo B�rs";NOK;3.001;3.017;2.90;2.90;"10/01/22 16:25";CET;7335759;21631225.75
"KONGSBERG GRUPPEN";NO0003043309;KOG;"Oslo B�rs";NOK;289.20;289.20;280.60;281.40;"10/01/22 16:25";CET;69408;19679932.20
KORIAN;FR0010386334;KORI;"Euronext Paris";EUR;27.90;27.98;27.72;27.86;"10/01/22 17:38";CET;83333;2320913.70
"KPN KON";NL0000009082;KPN;"Euronext Amsterdam";EUR;2.777;2.778;2.741;2.76;"10/01/22 17:35";CET;8721041;24040474.33
"KRAFT BANK";NO0010815103;KRAB;"Euronext Growth Oslo";NOK;10.948;10.95;10.948;10.95;"10/01/22 11:15";CET;1300;14234.00
"KTESIOS REAL ESTAT";ES0105536009;MLKTS;"Euronext Access Lisbon";EUR;12.75;12.75;12.75;12.75;"21/12/21 21:30";BST;2000;25500.00
"KUMULUS VAPE";FR0013419876;ALVAP;"Euronext Growth Paris";EUR;11.30;11.30;11.20;11.30;"10/01/22 16:51";CET;156;1761.00
KUMULUSBSA2020;FR0014001KF0;VAPBS;"Euronext Growth Paris";EUR;-;-;-;-;-;CET;-;-
"KYOTO GROUP";NO0010936750;KYOTO;"Euronext Growth Oslo";NOK;17.008;17.70;17.004;17.02;"10/01/22 16:19";CET;7553;130260.12
L'OREAL;FR0000120321;OR;"Euronext Paris";EUR;410.40;411.10;392.30;394.65;"10/01/22 17:36";CET;447503;177832510.75
"LA PERLA FASHION";NL0012191662;ALPER;"Euronext Growth Paris";EUR;3.52;3.52;3.52;3.52;"10/01/22 09:00";CET;101;355.52
"LACROIX GROUP";FR0000066607;LACR;"Euronext Paris";EUR;42.00;42.20;41.10;41.10;"10/01/22 17:22";CET;1407;58426.40
"LAGARDERE SA";FR0000130213;MMB;"Euronext Paris";EUR;24.32;24.32;24.22;24.22;"10/01/22 17:35";CET;57554;1395795.60
LANSON-BCC;FR0004027068;ALLAN;"Euronext Growth Paris";EUR;28.30;28.30;28.30;28.30;"10/01/22 12:10";CET;306;8659.80
LARGO;FR0013308582;ALLGO;"Euronext Growth Paris";EUR;7.86;7.949;7.78;7.80;"10/01/22 16:41";CET;741;5829.63
LATECOERE;FR0000032278;LAT;"Euronext Paris";EUR;0.54;0.54;0.535;0.537;"10/01/22 17:35";CET;77913;41966.33
LAURENT-PERRIER;FR0006864484;LPE;"Euronext Paris";EUR;104.00;105.00;103.00;103.00;"10/01/22 17:25";CET;171;17795.00
"LAVIDE HOLDING";NL0010545679;LVIDE;"Euronext Amsterdam";EUR;0.65;0.65;0.63;0.64;"10/01/22 16:43";CET;2966;1903.23
LDC;FR0013204336;LOUP;"Euronext Paris";EUR;99.80;100.50;99.00;100.50;"10/01/22 17:35";CET;1218;121714.70
"LE TANNEUR";FR0000075673;ALTAN;"Euronext Growth Paris";EUR;3.54;3.54;3.52;3.52;"07/01/22 16:06";CET;200;707.40
LEBON;FR0000121295;LBON;"Euronext Paris";EUR;81.20;81.20;79.00;79.00;"10/01/22 15:10";CET;115;9223.60
LECTRA;FR0000065484;LSS;"Euronext Paris";EUR;40.30;40.45;38.45;38.70;"10/01/22 17:38";CET;19319;754638.80
"LECTRA NV22";FR00140078U5;LSSNV;"Euronext Paris";EUR;-;-;-;-;-;CET;-;-
LEGRAND;FR0010307819;LR;"Euronext Paris";EUR;102.50;102.90;98.32;98.32;"10/01/22 17:36";CET;520410;51589207.94
"LER�Y SEAFOOD GP";NO0003096208;LSG;"Oslo B�rs";NOK;69.78;70.34;68.10;68.10;"10/01/22 16:25";CET;334790;23032506.02
"LES AGENCES DE PAP";FR0014003I41;MLPAP;"Euronext Access Paris";EUR;3.38;3.38;3.38;3.38;"07/01/22 11:30";CET;500;1690.00
"LES HOTELS BAVEREZ";FR0007080254;ALLHB;"Euronext Growth Paris";EUR;53.50;54.50;53.50;54.50;"07/01/22 16:30";CET;87;4677.50
LESTQBLANC202212BS;FR0013483401;TBMBT;"Euronext Growth Paris";EUR;-;-;-;-;-;CET;-;-
"LEXIBOOK LINGUIST.";FR0000033599;ALLEX;"Euronext Growth Paris";EUR;4.60;4.745;4.55;4.70;"10/01/22 17:29";CET;111423;513261.67
LIFECARE;NO0010591191;LIFE;"Euronext Growth Oslo";NOK;1.76;1.89;1.70;1.848;"10/01/22 16:15";CET;53033;92605.78
"LINEDATA SERVICES";FR0004156297;LIN;"Euronext Paris";EUR;39.90;40.00;39.50;39.50;"10/01/22 17:35";CET;368;14592.60
"LINK MOBILITY GRP";NO0010894231;LINK;"Oslo B�rs";NOK;17.40;17.40;15.80;15.98;"10/01/22 16:26";CET;2036539;33129693.72
LISGRAFICA;PTLIG0AE0002;LIG;"Euronext Lisbon";EUR;0.0055;0.0055;0.0055;0.0055;"10/01/22 21:30";BST;4094;22.52
LISI;FR0000050353;FII;"Euronext Paris";EUR;27.45;27.60;27.15;27.50;"10/01/22 17:35";CET;8845;242264.55
"LITHO FORMAS";PTLIT0AE0005;LIT;"Euronext Access Lisbon";EUR;1.00;1.00;1.00;1.00;"01/12/21 21:30";BST;15;15.00
LLEIDA;ES0105089009;ALLLN;"Euronext Growth Paris";EUR;3.80;3.80;3.80;3.80;"10/01/22 09:00";CET;1;3.80
"LNA SANTE";FR0004170017;LNA;"Euronext Paris";EUR;49.95;49.95;49.00;49.30;"10/01/22 17:35";CET;4160;205520.00
"LOCASYSTEM INTL";FR0004155208;MLLOI;"Euronext Access Paris";EUR;11.80;12.80;11.80;12.80;"10/01/22 16:30";CET;101;1196.80
"LOGIC INSTRUMENT";FR0000044943;ALLOG;"Euronext Growth Paris";EUR;0.35;0.356;0.343;0.354;"10/01/22 17:23";CET;9510;3307.10
"LOGIS CONFORT";ES0105333001;MLLOG;"Euronext Access Paris";EUR;-;-;-;-;-;CET;-;-
"LOMBARD ET MEDOT";FR0006205019;MLCAC;"Euronext Access Paris";EUR;13.90;13.90;13.90;13.90;"06/12/21 11:31";CET;283;3933.70
"LOTUS BAKERIES";BE0003604155;LOTB;"Euronext Brussels";EUR;5890.00;5890.00;5680.00;5720.00;"10/01/22 17:35";CET;181;1045220.00
LUCASBOLS;NL0010998878;BOLS;"Euronext Amsterdam";EUR;11.80;11.80;11.50;11.70;"10/01/22 17:35";CET;22529;262351.04
LUCIBEL;FR0011884378;ALUCI;"Euronext Growth Paris";EUR;0.878;0.878;0.812;0.828;"10/01/22 17:26";CET;29939;24950.64
"LUCIBEL BS";FR0013525953;LUCBS;"Euronext Growth Paris";EUR;0.0435;0.0435;0.034;0.042;"10/01/22 14:53";CET;5997;232.53
LUMIBIRD;FR0000038242;LBIRD;"Euronext Paris";EUR;22.20;22.25;21.50;21.60;"10/01/22 17:35";CET;8988;196621.00
LV4S;BE6201089735;MLV4S;"Euronext Access Paris";EUR;7.00;7.00;6.50;6.50;"04/01/22 16:31";CET;300;1953.00
LVMH;FR0000121014;MC;"Euronext Paris";EUR;724.20;725.30;701.40;702.70;"10/01/22 17:38";CET;420089;297722822.90
LYSOGENE;FR0013233475;LYS;"Euronext Paris";EUR;1.91;1.93;1.90;1.90;"10/01/22 17:35";CET;59460;113268.33
"LYTIX BIOPHARMA";NO0010405780;LYTIX;"Euronext Growth Oslo";NOK;13.898;13.898;13.898;13.898;"10/01/22 10:21";CET;360;5003.28
"M VEST WATER";NO0010976343;MVW;"Euronext Growth Oslo";NOK;12.55;12.55;12.012;12.20;"10/01/22 15:52";CET;1161;14417.92
M.R.M;FR0000060196;MRM;"Euronext Paris";EUR;1.24;1.24;1.21;1.21;"10/01/22 17:02";CET;10988;13503.71
M2I;FR0013270626;ALMII;"Euronext Growth Paris";EUR;5.65;5.70;5.50;5.70;"10/01/22 12:20";CET;737;4056.50
"MAAT PHARMA";FR0012634822;MAAT;"Euronext Paris";EUR;13.25;13.35;13.00;13.00;"10/01/22 17:35";CET;3089;40779.20
MADE;FR0010328302;MLMAD;"Euronext Access Paris";EUR;7.95;7.95;7.95;7.95;"07/01/22 11:30";CET;160;1272.00
MADVERTISE;FR0010812230;ALMNG;"Euronext Growth Paris";EUR;0.39;0.41;0.386;0.41;"10/01/22 13:17";CET;19440;7766.16
MAGILLEM;FR0010827741;MLMGL;"Euronext Access Paris";EUR;19.20;19.20;19.20;19.20;"10/01/22 11:30";CET;11;211.20
MAGNORA;NO0010187032;MGN;"Oslo B�rs";NOK;19.70;19.70;18.54;18.68;"10/01/22 16:26";CET;126455;2395695.26
"MAGSEIS FAIRFIELD";NO0010663669;MSEIS;"Oslo B�rs";NOK;4.51;4.52;4.155;4.365;"10/01/22 16:25";CET;1531152;6649654.99
"MAIS.ANTOINE BAUD";FR0000061657;MLMAB;"Euronext Access Paris";EUR;250.00;250.00;250.00;250.00;"20/12/21 11:30";CET;10;2500.00
"MAISON CLIO BLUE";FR0011092089;MLCLI;"Euronext Access Paris";EUR;2.02;2.02;2.02;2.02;"30/11/21 16:30";CET;1;2.02
"MAISONS DU MONDE";FR0013153541;MDM;"Euronext Paris";EUR;20.42;20.70;20.12;20.12;"10/01/22 17:35";CET;40126;815296.20
"MAJOREL GROUP LUX";LU2382956378;MAJ;"Euronext Amsterdam";EUR;26.30;26.86;24.60;25.20;"10/01/22 17:35";CET;29098;761618.50
"MAKHEIA GROUP";FR0000072993;ALMAK;"Euronext Growth Paris";EUR;0.201;0.203;0.1948;0.199;"10/01/22 17:29";CET;339300;66995.03
"MAKING SCIENCE";ES0105463006;ALMKS;"Euronext Growth Paris";EUR;23.70;23.70;23.70;23.70;"10/01/22 11:30";CET;1;23.70
"MALIN CORP. PLC";IE00BVGC3741;MLC;"Euronext Growth Dublin";EUR;6.00;6.00;5.80;5.95;"10/01/22 18:34";IST;1070;6336.50
"MALTERIES FCO-BEL.";FR0000030074;MALT;"Euronext Paris";EUR;765.00;765.00;760.00;760.00;"10/01/22 16:30";CET;16;12230.00
"MANITOU BF";FR0000038606;MTU;"Euronext Paris";EUR;30.95;32.15;30.70;32.00;"10/01/22 17:35";CET;28364;895040.25
"MANUTAN INTL";FR0000032302;MAN;"Euronext Paris";EUR;74.20;74.40;73.60;74.20;"10/01/22 17:35";CET;210;15587.40
"MAQ ADMON. URBANAS";ES0105447009;MLMAQ;"Euronext Access Paris";EUR;8.30;8.30;8.30;8.30;"27/01/20 11:30";CET;1;8.30
"MARATHON OIL CORP";US5658491064;MROIL;"Traded not listed Brussels";USD;16.00;16.00;16.00;16.00;"12/10/21 09:08";CET;265;4240.00
"MARE NOSTRUM";FR0013400835;ALMAR;"Euronext Growth Paris";EUR;3.11;3.15;3.00;3.00;"10/01/22 15:48";CET;1838;5664.26
MAREL;IS0000000388;MAREL;"Euronext Amsterdam";EUR;5.86;5.92;5.84;5.86;"10/01/22 17:35";CET;9525;55938.58
"MAROC TELECOM";MA0000011488;IAM;"Euronext Paris";EUR;13.15;13.30;13.15;13.30;"10/01/22 17:35";CET;683;9019.15
MARTIFER;PTMFR0AM0003;MAR;"Euronext Lisbon";EUR;1.00;1.11;1.00;1.05;"10/01/22 22:25";BST;104047;110214.16
MASTRAD;FR0004155687;ALMAS;"Euronext Growth Paris";EUR;0.422;0.435;0.421;0.434;"10/01/22 17:28";CET;97029;41263.78
"MASTRAD BS29";FR0013472446;MASBS;"Euronext Growth Paris";EUR;-;-;-;-;-;CET;-;-
M�S�VAL;NO0010974983;MAS;"Euronext Growth Oslo";NOK;42.20;42.695;41.205;41.205;"10/01/22 16:25";CET;17519;736692.36
"MAUNA KEA TECH";FR0010609263;MKEA;"Euronext Paris";EUR;0.739;0.739;0.72;0.72;"10/01/22 17:35";CET;209554;151767.38
MAURAGE;BE0011844108;-;"Euronext Expert Market";EUR;350.00;350.00;350.00;350.00;"10/07/18 11:30";CET;63;22050.00
"MAUREL ET PROM";FR0000051070;MAU;"Euronext Paris";EUR;2.41;2.425;2.375;2.375;"10/01/22 17:35";CET;111960;268276.93
MBWS;FR0000060873;MBWS;"Euronext Paris";EUR;1.40;1.40;1.37;1.395;"10/01/22 17:11";CET;17488;24186.24
"MBWS BSA 2022";FR0013404944;MBWBT;"Euronext Paris";EUR;0.0035;0.0035;0.0035;0.0035;"10/01/22 09:00";CET;800;2.80
"MBWS BSAR 2023";FR0013066313;MBWSZ;"Euronext Paris";EUR;0.035;0.035;0.035;0.035;"06/01/22 10:16";CET;57;2.00
"MBZ (Gen-Jce)";BE0010342609;-;"Euronext Expert Market";EUR;124.50;124.50;124.50;124.50;"01/09/15 11:30";CET;7;871.50
"MCPHY ENERGY";FR0011742329;MCPHY;"Euronext Paris";EUR;19.64;19.70;18.82;18.94;"10/01/22 17:35";CET;168198;3234990.89
MDXHEALTH;BE0003844611;MDXH;"Euronext Brussels";EUR;0.90;0.90;0.88;0.89;"10/01/22 17:35";CET;30910;27553.21
MECHELEN;BE0101614551;-;"Euronext Expert Market";EUR;35.40;35.40;35.40;35.40;"10/03/20 11:30";CET;2;70.80
"MEDESIS PHARMA";FR0010844464;ALMDP;"Euronext Growth Paris";EUR;5.10;5.20;5.10;5.12;"10/01/22 16:46";CET;2272;11601.10
"MEDIA 6";FR0000064404;EDI;"Euronext Paris";EUR;10.53;11.45;10.53;11.45;"07/01/22 15:48";CET;389;4365.20
"MEDIA CAPITAL";PTGMC0AM0003;MCP;"Euronext Lisbon";EUR;1.35;1.35;1.35;1.35;"10/01/22 16:30";BST;1000;1350.00
"MEDIA LAB";IT0005324105;MLLAB;"Euronext Access Paris";EUR;0.975;0.975;0.975;0.975;"10/01/22 16:30";CET;105;102.38
"MEDIA MAKER";IT0005380438;ALKER;"Euronext Growth Paris";EUR;9.65;9.65;9.65;9.65;"10/01/22 09:00";CET;1;9.65
MEDIANTECHNOLOGIES;FR0011049824;ALMDT;"Euronext Growth Paris";EUR;16.30;16.30;15.24;15.26;"10/01/22 17:35";CET;53908;841867.74
MEDINCELL;FR0004065605;MEDCL;"Euronext Paris";EUR;9.50;9.55;9.30;9.34;"10/01/22 17:35";CET;17870;167994.87
"MEDIOCREDITO EUROP";IT0004844848;MLMCE;"Euronext Access Paris";EUR;4.30;4.30;4.30;4.30;"28/11/12 10:24";CET;100;430.00
MEDISTIM;NO0010159684;MEDI;"Oslo B�rs";NOK;373.50;379.50;363.50;370.00;"10/01/22 16:25";CET;3244;1200660.50
MELEXIS;BE0165385973;MELE;"Euronext Brussels";EUR;102.80;103.00;98.35;98.90;"10/01/22 17:35";CET;22014;2195869.05
"MELHUS SPAREBANK";NO0006001908;MELG;"Oslo B�rs";NOK;162.00;162.00;162.00;162.00;"10/01/22 16:04";CET;1357;219834.00
MELTWATER;NL00150003D3;MWTR;"Oslo B�rs";NOK;25.00;25.00;20.71;21.105;"10/01/22 16:25";CET;1563191;34240784.02
"MEMSCAP REGPT";FR0010298620;MEMS;"Euronext Paris";EUR;1.335;1.335;1.31;1.31;"10/01/22 16:21";CET;336;448.33
"MERCELL HOLDING";NO0010307143;MRCEL;"Oslo B�rs";NOK;6.70;6.70;6.15;6.20;"10/01/22 16:25";CET;871659;5437316.72
MERCIALYS;FR0010241638;MERY;"Euronext Paris";EUR;9.195;9.435;9.09;9.41;"10/01/22 17:35";CET;390647;3642453.53
"MERCK AND CO INC";US58933Y1055;MRK;"Euronext Paris";EUR;69.00;71.34;69.00;71.02;"10/01/22 16:34";CET;783;55321.80
